ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,CONVERSATION
10327,37,86.74,4,3209.38,11/10/2004 0:00,Resolved,4,11,2004,Ships,54,S72_3212,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium,"{
  ""Customer"": ""Hi, I'm looking for a new shipment of ships. We're a wholesale company and we need a large quantity."",
  ""Salesman"": ""Great to hear from Danish Wholesale Imports. We have a wide range of ships available, can you please tell me what type of ships you're interested in?"",
  ""Customer"": ""We're interested in ships that can carry a large amount of cargo. We need something that can handle at least 50 tons."",
  ""Salesman"": ""Our ships can handle up to 100 tons of cargo. We have a few models available, would you like me to send you some information?"",
  ""Customer"": ""Yes, please send me the information. Also, can you tell me about the pricing and any discounts we might be eligible for?"",
  ""Salesman"": ""Our pricing starts at $86.74 per unit, but we do offer discounts for large orders. We can also offer a 5% discount for first-time customers."",
  ""Customer"": ""That sounds great. Can you also tell me about the lead time for delivery? We need the ships as soon as possible."",
  ""Salesman"": ""Our lead time is typically 2-3 weeks, but we can expedite the delivery for an additional fee. Would you like me to give you a quote?"",
  ""Customer"": ""Yes, please give me a quote for the expedited delivery. Also, can you tell me about the warranty and support we'll receive?"",
  ""Salesman"": ""Our warranty is 1 year, and we offer 24/7 support for all our customers. We also have a dedicated team for customer service."",
  ""Customer"": ""That sounds great. I'd like to place an order for 37 units. Can you please confirm the total price and delivery date?"",
  ""Salesman"": ""The total price for 37 units is $3,209.38. The delivery date will be 2 weeks from today. I'll send you a confirmation email with all the details."",
  ""Customer"": ""Great, thank you for your help. Can you also send me a copy of the invoice?"",
  ""Salesman"": ""I'll send you a copy of the invoice via email. Is there anything else I can assist you with today?"",
  ""Customer"": ""No, that's all for now. Thank you again for your help."",
  ""Salesman"": ""You're welcome. It was a pleasure doing business with Danish Wholesale Imports."",
  ""Customer"": ""Likewise. We'll be in touch soon for our next order."",
  ""Salesman"": ""Sounds good. Have a great day!"",
  ""Customer"": ""You too."",
  ""Salesman"": ""Thank you for choosing our company.""
}"
10153,40,100.0,5,5456.4,9/28/2003 0:00,Shipped,3,9,2003,Ships,122,S24_2011,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,"{
  ""Customer"": ""Hello, I'm Diego Freyre from Euro Shopping Channel. We're interested in purchasing some products from your company. Can you tell me what's new in the Ships product line?"",
  ""Salesman"": ""Good morning, Diego. Thank you for reaching out to us. We have some exciting new products in the Ships product line, including a line of luxury yachts and a range of high-performance sailing equipment. Would you like to take a look?"",
  ""Customer"": ""That sounds interesting. Can you tell me more about the luxury yachts? What makes them so special?"",
  ""Salesman"": ""Our luxury yachts are designed with the utmost attention to detail and feature the latest in marine technology. They're perfect for those who want to experience the ultimate in sailing luxury. Would you like to schedule a viewing?"",
  ""Customer"": ""I'd like to see some pricing information. What's the price range for these yachts?"",
  ""Salesman"": ""Our luxury yachts start at around $100,000 and go up to $500,000. However, we're offering a special promotion right now that includes a free upgrade to a premium sail package. Would you like me to send you some more information?"",
  ""Customer"": ""That sounds like a great deal. Can you tell me more about the sail package?"",
  ""Salesman"": ""The premium sail package includes a set of high-performance sails, a sail trim system, and a sail maintenance package. It's a $10,000 value, but it's included free with the purchase of any of our luxury yachts. Would you like to take advantage of this offer?"",
  ""Customer"": ""Yes, I'd like to take advantage of the offer. Can you also throw in some free maintenance for the first year?"",
  ""Salesman"": ""I can definitely do that for you, Diego. We'll include a free maintenance package for the first year, which includes regular sail checks, sail repairs, and a comprehensive sail inspection. I'll get you set up with all the details."",
  ""Customer"": ""Great, thank you. I think we have a deal. Can you send me the contract and payment information?"",
  ""Salesman"": ""I'll send you the contract and payment information right away. We'll also schedule a time for you to come by and pick up your new yacht. Congratulations, Diego, you're going to love your new luxury yacht!"",
  ""Customer"": ""Thank you, I'm looking forward to it. I'll be in touch soon to confirm the details."",
  ""Salesman"": ""Sounds great, Diego. We're looking forward to working with you and Euro Shopping Channel. Have a great day!""
}"
10327,37,86.61,3,3204.57,11/10/2004 0:00,Resolved,4,11,2004,Ships,99,S700_3962,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium,"{
  ""Customer"": ""Hello, I'm Jytte Petersen from Danish Wholesale Imports, a shipping company based in Denmark. We're looking for a reliable supplier for our maritime operations."",
  ""Salesman"": ""Hi Jytte, nice to meet you. We've worked with several shipping companies in the EMEA region, and I'd be happy to discuss how our products can benefit your business."",
  ""Customer"": ""We're currently using a manual system to track our shipments, and it's becoming increasingly difficult to manage our inventory and logistics. Can your product help us streamline our operations?"",
  ""Salesman"": ""Absolutely, our product is designed to help shipping companies like yours automate their logistics and inventory management. It can also provide real-time tracking and analytics to improve efficiency."",
  ""Customer"": ""That sounds great, but how does it integrate with our existing systems? We have a lot of legacy software that we need to work with."",
  ""Salesman"": ""Our product has APIs that allow for seamless integration with most legacy systems. We've worked with several shipping companies to integrate our product with their existing software, so you can rest assured it will work with your systems."",
  ""Customer"": ""What kind of support can we expect from your team? We need to be able to get help quickly if we encounter any issues."",
  ""Salesman"": ""We offer 24/7 support to our customers, including phone, email, and online chat support. Our team is dedicated to helping you get the most out of our product and resolving any issues you may encounter."",
  ""Customer"": ""How long does it take to implement your product? We need to get up and running as quickly as possible to meet our business goals."",
  ""Salesman"": ""Implementation typically takes a few weeks to a few months, depending on the complexity of your setup. We'll work closely with you to ensure a smooth implementation and get you up and running as quickly as possible."",
  ""Customer"": ""What kind of training and resources are available to help us get started with your product?"",
  ""Salesman"": ""We offer comprehensive training and documentation to help you get started with our product. Our team is also available to provide on-site training and support to ensure you're comfortable using our product."",
  ""Customer"": ""What are the costs associated with your product? We need to make sure it fits within our budget."",
  ""Salesman"": ""Our pricing is competitive and based on the size of your business. I can provide you with a customized quote based on your specific needs and requirements."",
  ""Customer"": ""That sounds great, let's discuss the pricing and implementation details further. Can we schedule a follow-up meeting to go over the details?"",
  ""Salesman"": ""Absolutely, I'd be happy to schedule a follow-up meeting to discuss the details further. Let me just check my calendar real quick."""
10306,43,75.17,1,3232.31,10/14/2004 0:00,Shipped,4,10,2004,Ships,72,S700_2610,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,"{
  ""Customer"": ""Hi, I'm looking to purchase a new shipping container for my retail store, AV Stores, Co. Can you show me some options?"",
  ""Salesman"": ""Absolutely, we have a variety of shipping containers to choose from. Our most popular model is the S700_2610, which is known for its durability and efficiency."",
  ""Customer"": ""That sounds great, but I'm not sure if it's suitable for my store's needs. Can you tell me more about its dimensions and capacity?"",
  ""Salesman"": ""The S700_2610 has a capacity of 43 units and measures 10 feet in length, making it perfect for small to medium-sized retail stores like yours."",
  ""Customer"": ""I see. What's the price range for this model, and are there any discounts available?"",
  ""Salesman"": ""The price for the S700_2610 is $75.17 per unit, but we're currently offering a 10% discount for bulk orders. Would you like me to calculate the total cost for you?"",
  ""Customer"": ""Yes, please. And can you also tell me about the shipping process and estimated delivery time?"",
  ""Salesman"": ""Once you place your order, we'll process it within 24 hours and ship it out via our standard shipping method. Delivery typically takes 5-7 business days, depending on your location."",
  ""Customer"": ""That sounds good. What's the return policy like if I'm not satisfied with the container?"",
  ""Salesman"": ""We offer a 30-day money-back guarantee. If you're not satisfied with the container, you can return it within 30 days of delivery and receive a full refund."",
  ""Customer"": ""Okay, that's reassuring. Can you also tell me about any maintenance or upkeep requirements for the container?"",
  ""Salesman"": ""The S700_2610 requires minimal maintenance. Simply wipe it down with a damp cloth and apply a coat of sealant every 6 months to keep it in good condition."",
  ""Customer"": ""That's great to know. What's the expected lifespan of the container?"",
  ""Salesman"": ""With proper care and maintenance, the S700_2610 can last for up to 10 years. We also offer a 5-year warranty on the container's structural integrity."",
  ""Customer"": ""I think I'm interested in purchasing the S700_2610. Can you walk me through the ordering process?"",
  ""Salesman"": ""Of course. I'll need to confirm your order details, including the quantity and shipping address. Once I have that information, I'll process the order and provide you with a confirmation number."",
  ""Customer"": ""Okay, that sounds easy enough. What's the next step after I place my order?"",
  ""Salesman"": ""After you place your order, I'll send you a confirmation email with the order details and estimated delivery date. You can also track the status of your order on our website."",
  ""Customer"": ""Great, thank you for your help today. I feel more confident in my purchasing decision."",
  ""Salesman"": ""You're welcome! It was my pleasure to assist you. If you have any further questions or concerns, don't hesitate to reach out to me directly."",
  ""Customer"": ""Will do. Thanks again for your time and expertise."",
  ""Salesman"": ""You're welcome. I'm glad I could help. Have a great day, and I hope you enjoy your new shipping container!"""
10338,28,82.58,3,2312.24,11/22/2004 0:00,Shipped,4,11,2004,Ships,86,S18_3029,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,Small,"{
  ""Customer"": ""I'm looking for a shipping solution for my company Royale Belge, which is in the maritime industry."",
  ""Salesman"": ""That's a great fit for our Ships product line, which specializes in marine transportation. Can you tell me more about your current shipping needs?"",
  ""Customer"": ""We're a Belgian company and we need to transport goods across the continent."",
  ""Salesman"": ""We have a strong presence in the EMEA region, which includes Belgium. Our ships are designed to handle a variety of cargo, including containers and bulk goods."",
  ""Customer"": ""How do you ensure the safety of the goods during transportation?"",
  ""Salesman"": ""Safety is our top priority. Our ships are equipped with state-of-the-art navigation systems and our crew is trained to handle emergency situations."",
  ""Customer"": ""What kind of support can I expect from your team?"",
  ""Salesman"": ""You'll have a dedicated account manager who will work closely with you to understand your needs and provide personalized support."",
  ""Customer"": ""Can you give me an estimate of the costs involved?"",
  ""Salesman"": ""The cost will depend on the type of cargo and the route, but I can provide you with a detailed quote based on your specific needs."",
  ""Customer"": ""How long does it take to transport goods from Belgium to other European countries?"",
  ""Salesman"": ""Our ships operate on a regular schedule, and the transit time is typically around 5-7 days, depending on the destination."",
  ""Customer"": ""Do you have any references or case studies I can review?"",
  ""Salesman"": ""Yes, I can provide you with some success stories from our existing customers in the maritime industry."",
  ""Customer"": ""What kind of documentation do I need to provide to get started?"",
  ""Salesman"": ""You'll need to provide us with your company's documentation, including your business license and any relevant permits."",
  ""Customer"": ""Can I get a trial shipment to test your services?"",
  ""Salesman"": ""We offer a trial shipment program that allows you to test our services before committing to a larger order."",
  ""Customer"": ""How do you handle customs clearance and other regulatory requirements?"",
  ""Salesman"": ""We have a team of experts who will handle all the necessary paperwork and ensure compliance with regulations."",
  ""Customer"": ""What kind of training or support do you offer for our staff?"",
  ""Salesman"": ""We provide regular training sessions and support to help your staff get the most out of our services."",
  ""Customer"": ""Can you integrate your services with our existing ERP system?"",
  ""Salesman"": ""Yes, we can integrate our services with your ERP system to provide a seamless experience."",
  ""Customer"": ""What's the process for tracking shipments and receiving updates?"",
  ""Salesman"": ""You'll have access to our online portal, where you can track shipments and receive real-time updates."",
  ""Customer"": ""How do you handle claims or disputes related to shipments?"",
  ""Salesman"": ""We have a clear process for handling claims and disputes, and our team is always available to resolve any issues."",
  ""Customer"": ""Can you provide a detailed breakdown of the costs involved?"",
  ""Salesman"": ""I can provide you with a detailed quote that includes all the costs involved, including fuel, labor, and other expenses."",
  ""Customer"": ""What kind of flexibility do you offer in terms of scheduling and routing?"",
  ""Salesman"": ""We offer flexible scheduling and routing options to accommodate your specific needs and preferences."",
  ""Customer"": ""How do you ensure the security of our goods during transportation?"",
  ""Salesman"": ""We take the security of our customers' goods very seriously and have implemented robust security measures to prevent loss or theft.""
}"
10209,33,88.71,4,2927.43,1/9/2004 0:00,Shipped,1,1,2004,Ships,90,S700_2047,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,,Chandler,Michael,Small,"{
  ""Customer"": ""Hi, I'm looking for a new shipment of ships to be delivered to our store in Los Angeles."",
  ""Salesman"": ""Great to hear from Men 'R' US Retailers, Ltd.! We have a variety of ships available for immediate shipment. Can I interest you in our popular S700_2047 model?"",
  ""Customer"": ""Actually, we're looking for something specific. Can you tell me more about the S700_2047?"",
  ""Salesman"": ""The S700_2047 is one of our top-selling ships, known for its durability and efficiency. It's priced at $88.71 each, and we have a quantity of 33 available for immediate shipment."",
  ""Customer"": ""That sounds great, but what's the deal with the MSRP being $90? Is there a discount available?"",
  ""Salesman"": ""As a valued customer of Men 'R' US Retailers, Ltd., I can offer you a competitive price of $88.71 each, which is already a great deal considering the MSRP. However, I can also throw in some free shipping on your order of 33 units."",
  ""Customer"": ""Free shipping sounds amazing. What's the total cost of the order going to be?"",
  ""Salesman"": ""With the price of $88.71 each and the free shipping, your total comes out to be $2927.43. I can also offer you a small discount as a one-time courtesy, bringing the total down to $2800."",
  ""Customer"": ""That's a great deal. I'd like to place the order now."",
  ""Salesman"": ""Excellent choice! I'll go ahead and process the order for you. You can expect delivery of the ships within the next few days."",
  ""Customer"": ""Great, thank you so much for your help. I really appreciate it."",
  ""Salesman"": ""You're welcome, Men 'R' US Retailers, Ltd.! It was my pleasure to assist you. Is there anything else I can help you with today?"",
  ""Customer"": ""No, that's all for now. Thank you again."",
  ""Salesman"": ""You're welcome. Have a great day, and I look forward to serving you again in the future."",
  ""Customer"": ""You too."",
  ""Salesman"": ""Thanks for choosing our company.""
}"
10306,35,59.51,6,2082.85,10/14/2004 0:00,Shipped,4,10,2004,Ships,54,S72_3212,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,"{
  ""Customer"": ""Hi, I'm Victoria Ashworth from AV Stores, Co. in the shipping industry. We're looking for a new supplier for our shipping needs."",
  ""Salesman"": ""Welcome, Victoria. I'd be happy to help you with your shipping needs. Can you tell me more about what you're looking for in a supplier?"",
  ""Customer"": ""We're a small company with limited resources, so we need a supplier that can offer competitive pricing and reliable delivery."",
  ""Salesman"": ""I understand. We offer competitive pricing and a reliable delivery network. Our MSRP for shipping services is 54 dollars, and we have a special deal for small businesses like yours."",
  ""Customer"": ""That sounds interesting. Can you tell me more about your delivery network and how it can benefit our company?"",
  ""Salesman"": ""Our delivery network is one of the fastest in the industry, with a guaranteed delivery time of 3-5 business days. We also offer tracking and monitoring services to ensure that your shipments arrive safely and on time."",
  ""Customer"": ""That's great to hear. What kind of payment options do you offer, and what is the total cost for the services you're offering?"",
  ""Salesman"": ""We accept all major credit cards and offer a payment plan for small businesses. Based on your requirements, I estimate the total cost to be around 2082.85 dollars, which is a great deal considering the services we're offering."",
  ""Customer"": ""That sounds like a good deal. Can you tell me more about your company and why I should choose you as our supplier?"",
  ""Salesman"": ""We're a reputable company with years of experience in the shipping industry. We have a strong commitment to customer service and a proven track record of delivering high-quality services. I'm confident that we can meet all your shipping needs and provide you with the best possible service."",
  ""Customer"": ""Okay, I think we have a deal. Can you send me a confirmation email with all the details?"",
  ""Salesman"": ""Absolutely, Victoria. I'll send you a confirmation email with all the details, including the order number, total cost, and delivery schedule. Thank you for choosing us as your supplier!""
}"
10400,30,74.84,7,2245.2,4/1/2005 0:00,Shipped,2,4,2005,Ships,86,S18_3029,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Small,"{
  ""Customer"": ""Hi, I'm Sue Frick from The Sharp Gifts Warehouse, a gift shop in San Jose, CA. I'm looking for a new product to stock in our store. Can you show me some options?"",
  ""Salesman"": ""Welcome, Sue! We have a wide range of products that might interest you. Can you please tell me a little bit more about what type of products you're looking for?"",
  ""Customer"": ""We specialize in gifts, so something that's unique and appealing to our customers would be great. We also have a small store, so something that's not too bulky would be ideal."",
  ""Salesman"": ""I think I have just the thing. We have a line of decorative ships that are perfect for gift shops like yours. They're small, unique, and make great impulse buys."",
  ""Customer"": ""That sounds interesting. Can you tell me more about the ships? How much do they cost, and are they easy to display?"",
  ""Salesman"": ""The ships are priced at $74.84 each, and they come with a sturdy base that makes them easy to display. We also have a variety of different designs to choose from."",
  ""Customer"": ""Okay, I'm interested. How many of these ships can I order, and what's the process for getting them to my store?"",
  ""Salesman"": ""We can offer you a quantity discount if you order 30 or more ships. As for getting them to your store, we can ship them directly to you, and you can track the status of your order online."",
  ""Customer"": ""That sounds great. Can you give me a total cost for 30 ships, and let me know when I can expect to receive them?"",
  ""Salesman"": ""The total cost for 30 ships would be $2245.20. We can ship them out to you within a week, and you can expect to receive them in about 7-10 business days."",
  ""Customer"": ""Okay, I think that sounds good. Can you process the order for me, and let me know when I can expect to receive the ships?"",
  ""Salesman"": ""I'll go ahead and process the order for you, Sue. You should receive an email with the details of your order, and we'll ship the ships out to you within the next few days."",
  ""Customer"": ""Great, thank you so much for your help. I'm looking forward to receiving the ships and getting them set up in my store."",
  ""Salesman"": ""You're welcome, Sue. It was a pleasure doing business with you, and I hope you and your customers enjoy the ships. If you have any other questions or need any further assistance, don't hesitate to reach out.""
}"
10153,29,88.74,9,2573.46,9/28/2003 0:00,Shipped,3,9,2003,Trains,100,S18_3259,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,"{
  ""Customer"": ""Hello, I'm Diego Freyre from Euro Shopping Channel and I'm interested in purchasing some trains for our Madrid store. Can you tell me more about your train products?"",
  ""Salesman"": ""Welcome, Diego! We have a wide variety of trains from top brands. Our most popular train model is the European Express, which is known for its high-quality and durability."",
  ""Customer"": ""That sounds great. Can you show me some pictures of the European Express train model?"",
  ""Salesman"": ""Of course, let me send you some images of the European Express. We also have a video demonstration that showcases its features and benefits."",
  ""Customer"": ""I'd love to see that video. Can you also tell me more about the price and any promotions you have available?"",
  ""Salesman"": ""Our current price for the European Express is 88.74 dollars per unit. We also have a promotion running this quarter where you can get a 10% discount on all orders over 29 units."",
  ""Customer"": ""That's a great deal. Can you tell me more about the warranty and support you offer?"",
  ""Salesman"": ""Our trains come with a 2-year warranty and we offer dedicated customer support to ensure that you have a smooth and enjoyable experience with our products."",
  ""Customer"": ""I'm impressed with your products and support. Can you give me a quote for 29 units of the European Express train model?"",
  ""Salesman"": ""Based on our current promotion, the total price for 29 units of the European Express would be 2573.46 dollars. Would you like to place the order today?"",
  ""Customer"": ""Yes, I'd like to place the order. Can you also confirm the shipping details and estimated delivery time?"",
  ""Salesman"": ""Your order will be shipped within the next 24 hours and you can expect delivery within 7-10 business days. We will also provide you with tracking information so you can stay updated on the status of your order."",
  ""Customer"": ""Thank you for your help and assistance. I'm looking forward to receiving my order."",
  ""Salesman"": ""You're welcome, Diego. We appreciate your business and look forward to serving you in the future.""
}"
10220,20,52.82,6,1056.4,2/12/2004 0:00,Shipped,1,2,2004,Trains,62,S32_3207,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small,"{
  ""Customer"": ""Hi, I'm from Clover Collections, Co. in Dublin, Ireland. We're a music publishing company."",
  ""Salesman"": ""Welcome, Clover Collections! I'd be happy to discuss how our music-themed products can benefit your company."",
  ""Customer"": ""We're looking for unique gifts for our clients and staff. Do you have any suggestions?"",
  ""Salesman"": ""We have a beautiful range of train-themed items that might interest you. They're perfect for music lovers and train enthusiasts alike."",
  ""Customer"": ""That sounds interesting. Can you tell me more about the trains product line?"",
  ""Salesman"": ""Our trains product line features a variety of models and accessories that are sure to delight. Would you like to take a look?"",
  ""Customer"": ""I'd like to know more about the pricing and availability of these products."",
  ""Salesman"": ""Our prices are very competitive, and we have a wide range of products in stock. I can provide you with a custom quote if you'd like."",
  ""Customer"": ""How long does shipping typically take, and what is the status of my order?"",
  ""Salesman"": ""Shipping times vary depending on your location, but we usually ship within 24-48 hours. Your order status is currently 'Shipped'."",
  ""Customer"": ""I'd like to place an order for 20 of the train models. Can you help me with the process?"",
  ""Salesman"": ""I'd be happy to assist you with your order. Please let me confirm the details, and I'll guide you through the payment and shipping process."",
  ""Customer"": ""What is the total cost of the order, and do you have any promotions or discounts available?"",
  ""Salesman"": ""The total cost of your order is $1056.40. We currently have a promotion for music publishing companies, which gives you a 5% discount on your order."",
  ""Customer"": ""That sounds great. Can I get a confirmation email with the order details and tracking information?"",
  ""Salesman"": ""Of course, I'll send you a confirmation email with all the details as soon as your order is processed. You'll also receive tracking information once your order ships."",
  ""Customer"": ""Thank you for your help, and I look forward to receiving my order."",
  ""Salesman"": ""You're welcome, Clover Collections! I'm glad I could assist you. Enjoy your train-themed products, and don't hesitate to contact me if you need anything else.""
}"
10221,23,80.67,5,1855.41,2/18/2004 0:00,Shipped,1,2,2004,Trains,100,S18_3259,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small,"{
  ""Customer"": ""Hello, I'm Catherine Dewey from Petit Auto. We're interested in purchasing some trains for our company."",
  ""Salesman"": ""Hi Catherine, thank you for reaching out to us. We have a variety of trains available, what type of trains are you looking for?"",
  ""Customer"": ""We're looking for trains that can transport heavy machinery, can you show me some options?"",
  ""Salesman"": ""We have a range of heavy-duty trains that can handle heavy machinery. May I show you some of our popular models?"",
  ""Customer"": ""Yes, please. What's the price range for these trains?"",
  ""Salesman"": ""Our prices start at around 80.67 per unit, but I can offer you a discount for bulk orders."",
  ""Customer"": ""That sounds great. How long does it take to deliver the trains?"",
  ""Salesman"": ""We usually ship our trains within a week of receiving the order, and they're delivered to your location within 2-3 weeks."",
  ""Customer"": ""That's perfect. What's the warranty period for these trains?"",
  ""Salesman"": ""Our trains come with a 1-year warranty, and we also offer maintenance services to ensure they're running smoothly."",
  ""Customer"": ""That's great. Can you give me a quote for 23 units of the heavy-duty trains?"",
  ""Salesman"": ""Based on our current prices, the total cost for 23 units would be around 1855.41."",
  ""Customer"": ""That sounds good. What's the process for placing the order?"",
  ""Salesman"": ""I'll need to get the order approved by our sales team, and then we'll send over a confirmation email with the details."",
  ""Customer"": ""Sounds good, I'll wait for the confirmation email. Thanks for your help."",
  ""Salesman"": ""You're welcome, Catherine. We look forward to working with you and Petit Auto.""
}"
10105,38,100.0,13,4330.1,2/11/2003 0:00,Shipped,1,2,2003,Trains,100,S18_3259,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium,"{
  ""Customer"": ""Hello, I'm Jytte Petersen from Danish Wholesale Imports. We're a large importer of model trains in Denmark."",
  ""Salesman"": ""Hi Jytte, nice to meet you. We've worked with several model train importers in the past. How can we assist you today?"",
  ""Customer"": ""We're looking to upgrade our existing model train inventory. Can you show us some of the latest products from your company?"",
  ""Salesman"": ""We've recently released a new line of high-speed trains that are very popular among hobbyists. Would you like to take a look?"",
  ""Customer"": ""That sounds interesting. Can you tell me more about the pricing and availability of these new trains?"",
  ""Salesman"": ""Our prices are competitive, and we have a large stock of these trains available for immediate shipment."",
  ""Customer"": ""Great, we'd like to place an order for 38 of these new trains. Can you confirm the total cost and shipping details?"",
  ""Salesman"": ""The total cost will be $4330.10, and we'll ship them out to you via a reliable carrier. We'll also include a discount for bulk orders."",
  ""Customer"": ""That sounds good. Can you also provide us with some marketing materials and product information to help us sell these trains to our customers?"",
  ""Salesman"": ""We'd be happy to provide you with product brochures, images, and other marketing materials to help you sell our products."",
  ""Customer"": ""Lastly, can you give us a special deal for being a long-time customer and a large buyer?"",
  ""Salesman"": ""As a valued customer, we're happy to offer you an additional 5% discount on your order. That brings the total cost down to $4117.49."",
  ""Customer"": ""Thank you for the offer. We'll take the deal and look forward to receiving our order soon."",
  ""Salesman"": ""You're welcome, Jytte. We'll process your order right away and keep you updated on the shipping status.""
}"
10350,27,100.0,14,4406.4,12/2/2004 0:00,Shipped,4,12,2004,Trains,62,S32_3207,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,"{
  ""Customer"": ""Hi, I'm looking for a new toy train set for my kids. Can you show me some options?"",
  ""Salesman"": ""We have a wide range of toy trains from popular brands. What age group are your kids?"",
  ""Customer"": ""They're between 5 to 7 years old. Something with a lot of details and action would be great."",
  ""Salesman"": ""I think our Thomas the Tank Engine train set would be perfect for them. It's a classic and comes with a lot of moving parts."",
  ""Customer"": ""That sounds great, but I'm also interested in something a bit more realistic. Do you have any train sets that mimic real trains?"",
  ""Salesman"": ""Yes, we have a beautiful HO scale train set that's designed to look like a real train. It's a bit more expensive, but it's a great option if you're looking for something more realistic."",
  ""Customer"": ""I'd like to see some pictures of both options. Can you show me some images on your tablet?"",
  ""Salesman"": ""Of course, let me just pull up the pictures on my tablet. (shows pictures) What do you think?"",
  ""Customer"": ""I like the Thomas the Tank Engine set, but I'm still unsure about the price. Can you give me a discount?"",
  ""Salesman"": ""I can offer you 10% off the Thomas the Tank Engine set. Would you like me to ring it up for you?"",
  ""Customer"": ""Yes, please. And can you also throw in some extra tracks and accessories?"",
  ""Salesman"": ""I can add those to the order for you. Would you like to pay with cash or card?"",
  ""Customer"": ""I'll pay with card. Can you also give me a receipt with the details of the order?"",
  ""Salesman"": ""Of course, I'll give you a receipt with all the details. Thank you for shopping with us!"",
  ""Customer"": ""Thank you for your help. I'm excited to see my kids' faces when they open their new toy train set."",
  ""Salesman"": ""You're welcome! It was my pleasure to assist you. Have a great day!""
}"
